,SPI Index,SPI19 Index,SMCI Index,SPI21 Index,M9EUHCSC Index,M9EUINSC Index,M9EUFNSC Index,M9EUMTSC Index,M9EUITSC Index,M9EUCSSC Index,M9EUCDSC Index,M9EUHCLC Index,M9EUINLC Index,M9EUFNLC Index,M9EUMTLC Index,M9EUCSLC Index,EURCHF Curncy
2002-10-02,3372.69,3990.99,2916.53,3460.43,271.87,180.83,345.44,275.14,413.67,379.91,377.68,748.78,331.37,481.85,356.21,654.77,1.4604
2002-10-03,3332.14,3935.32,2887.68,3418.0,270.76,179.4,342.1,272.8,404.08,376.78,374.64,748.25,325.11,469.19,353.96,654.75,1.4599
2002-10-04,3258.46,3896.77,2858.82,3336.35,267.97,174.1,339.33,269.96,401.09,375.43,372.38,735.84,316.86,447.46,346.1,650.37,1.4627
2002-10-07,3183.83,3823.23,2803.78,3258.11,262.97,169.24,335.33,266.06,391.93,376.24,368.55,721.7,310.44,445.98,342.33,641.7,1.4622
2002-10-08,3138.05,3803.28,2778.19,3208.48,261.61,170.63,334.49,265.26,393.93,374.92,364.38,714.1,310.48,439.0,338.78,623.87,1.46695
2002-10-09,3095.92,3760.24,2753.38,3163.38,260.09,163.68,331.92,263.83,388.86,370.17,359.68,716.04,304.04,441.2,336.95,611.62,1.46485
2002-10-10,3153.42,3726.88,2738.76,3233.73,260.82,167.83,332.15,261.64,387.41,368.61,358.9,718.55,318.43,458.23,343.34,622.45,1.4635500000000001
2002-10-11,3310.08,3758.51,2836.76,3402.56,266.93,171.89,340.94,269.83,409.49,373.1,370.65,737.58,341.34,492.98,360.87,641.68,1.46335
2002-10-14,3281.04,3760.8,2820.26,3370.88,271.65,172.06,339.79,269.35,409.27,368.22,368.36,752.92,337.98,486.37,355.71,638.55,1.4624
2002-10-15,3461.79,3797.55,2947.41,3563.51,280.83,179.95,350.03,275.6,440.57,372.1,382.57,779.67,367.51,529.0,376.93,656.9,1.46725
2002-10-16,3416.55,3804.68,2935.83,3511.96,280.69,174.71,348.55,277.35,435.07,369.27,382.48,768.94,362.94,521.97,375.7,646.67,1.46655
2002-10-17,3464.51,3839.02,2999.81,3558.11,289.74,179.94,354.6,283.07,465.21,368.11,388.11,779.39,380.84,543.14,389.16,648.36,1.46835
2002-10-18,3452.97,3845.07,3032.27,3539.53,288.53,180.07,355.77,283.31,476.69,368.87,388.58,765.88,378.89,538.84,390.26,641.19,1.4694
2002-10-21,3420.19,3817.26,3013.33,3504.29,291.97,184.01,357.42,282.83,487.76,369.45,387.84,755.71,382.66,543.16,385.18,645.21,1.47055
2002-10-22,3395.74,3794.91,2977.22,3481.37,292.83,181.14,358.8,281.59,483.66,371.91,390.33,756.76,361.46,541.74,377.52,648.52,1.46775
2002-10-23,3322.09,3809.61,2955.46,3397.79,290.09,183.98,355.39,280.15,468.68,370.39,388.11,731.47,345.84,515.46,363.67,635.67,1.4666000000000001
2002-10-24,3407.36,3789.88,2993.18,3492.7,291.98,182.36,357.63,280.57,477.69,372.64,390.43,739.82,356.14,530.55,368.79,641.41,1.46725
2002-10-25,3433.97,3797.72,2993.51,3523.82,290.71,183.35,356.43,279.23,475.4,373.22,389.58,744.87,358.19,526.3,361.15,638.65,1.4663
2002-10-28,3411.14,3820.0,3001.33,3495.43,294.51,181.28,357.86,280.59,493.1,372.41,394.99,743.92,369.55,537.59,367.06,635.49,1.46485
2002-10-29,3312.07,3803.47,2925.44,3390.64,289.45,181.22,353.53,277.23,469.18,367.04,389.01,723.37,350.97,515.03,352.67,619.64,1.46395
2002-10-30,3401.27,3809.92,2987.44,3486.08,294.43,184.03,356.48,279.58,487.0,368.45,391.81,729.38,369.23,527.15,362.77,636.88,1.46425
2002-10-31,3442.53,3819.3,3011.54,3530.8,297.78,182.62,359.64,281.89,497.81,371.55,397.21,737.22,383.23,537.34,367.79,644.23,1.46245
2002-11-01,3406.67,3822.14,3009.94,3488.84,302.06,186.47,360.1,280.06,501.29,372.45,395.59,721.52,381.34,528.97,361.1,642.36,1.4628
2002-11-04,3494.5,3832.58,3073.68,3582.32,307.02,186.64,366.02,284.71,538.72,373.56,404.63,733.56,406.37,558.65,378.01,652.48,1.46295
2002-11-05,3502.28,3812.25,3083.16,3590.38,306.86,185.57,366.62,285.89,531.78,373.96,404.65,734.12,401.29,569.48,381.45,649.29,1.46225
2002-11-06,3486.49,3828.14,3088.46,3570.75,308.25,189.57,365.72,285.51,532.33,373.02,405.8,741.82,395.12,561.17,380.5,641.98,1.4625
2002-11-07,3415.46,3829.17,3050.6,3492.91,307.76,185.53,363.1,284.37,510.89,371.76,404.35,737.45,382.21,544.14,371.47,634.66,1.46395
2002-11-08,3380.12,3822.06,3029.05,3454.72,305.3,184.67,361.49,283.82,497.92,372.14,400.9,733.44,374.28,532.38,368.44,627.86,1.46225
2002-11-11,3343.83,3808.66,2994.62,3417.47,302.89,180.4,358.66,281.25,487.32,371.49,398.14,730.07,364.11,526.06,368.04,633.29,1.46245
2002-11-12,3385.19,3813.33,3011.7,3463.44,302.73,181.78,359.89,283.68,493.23,373.98,399.61,737.04,372.05,527.9,375.9,637.98,1.4617499999999999
2002-11-13,3368.72,3824.45,2989.06,3447.32,301.56,182.93,358.47,282.17,488.79,373.58,398.17,738.85,364.95,521.72,372.49,626.24,1.46555
2002-11-14,3443.95,3838.58,3030.02,3529.37,302.1,186.4,361.42,282.65,507.48,372.41,399.6,743.29,380.5,534.77,384.05,633.4,1.46625
2002-11-15,3498.54,3838.78,3058.76,3589.22,301.51,185.79,361.76,284.55,508.81,373.45,401.91,749.81,390.83,541.51,380.6,635.93,1.4659499999999999
2002-11-18,3501.09,3846.03,3073.85,3589.82,302.56,183.67,363.18,285.71,521.27,373.9,407.61,746.84,391.92,549.74,386.17,630.68,1.46735
2002-11-19,3478.95,3837.84,3047.28,3567.93,299.35,182.2,362.3,284.08,514.58,374.08,403.27,744.76,388.26,544.27,382.34,629.91,1.46835
2002-11-20,3498.26,3842.01,3044.21,3591.02,297.37,185.3,362.72,283.16,512.99,373.55,399.74,742.88,389.86,547.4,380.57,628.85,1.46875
2002-11-21,3565.01,3869.8,3094.65,3661.43,303.3,189.51,368.99,285.84,537.44,375.3,406.59,754.76,404.83,570.35,390.06,634.27,1.46875
2002-11-22,3584.02,3893.63,3122.53,3679.2,303.41,190.48,369.81,287.33,543.89,373.1,410.02,750.11,414.08,576.69,392.25,624.56,1.4724
2002-11-25,3579.13,3901.53,3131.57,3671.94,304.01,191.61,370.14,286.82,545.91,370.8,408.86,743.67,412.06,574.59,391.52,617.22,1.47315
2002-11-26,3539.76,3891.8,3091.46,3631.87,302.98,187.99,367.66,285.54,536.85,371.76,405.7,738.99,402.61,560.84,381.66,611.9,1.47455
2002-11-27,3599.0,3916.04,3135.74,3694.45,305.64,194.69,370.29,287.16,553.14,372.8,410.09,748.31,413.65,574.83,394.25,622.02,1.4746000000000001
2002-11-28,3580.1,3946.48,3166.68,3667.04,307.98,194.69,374.53,290.5,566.45,373.94,417.4,737.79,413.79,580.79,396.35,616.55,1.47495
2002-11-29,3561.69,3994.12,3181.2,3642.41,309.74,191.68,374.97,292.48,569.18,371.0,418.06,728.37,416.48,581.39,403.62,611.2,1.47535
2002-12-02,3585.52,4044.8,3209.78,3665.3,312.25,194.25,377.59,293.89,579.85,372.83,418.74,724.05,424.19,582.02,409.64,606.59,1.47295
2002-12-03,3490.59,4035.69,3148.78,3563.01,307.45,190.84,372.85,290.75,554.43,372.55,411.04,711.16,414.08,562.34,399.26,599.08,1.4719
2002-12-04,3491.15,4008.07,3106.2,3570.56,307.9,190.74,370.91,288.91,541.28,371.15,408.07,715.91,411.45,553.02,396.2,610.91,1.4723
2002-12-05,3451.89,4010.31,3090.94,3526.67,308.38,189.84,370.79,288.33,539.06,371.69,406.32,705.0,395.64,544.99,390.6,607.88,1.47135
2002-12-06,3438.78,3999.4,3071.43,3514.38,304.95,190.75,368.81,286.12,521.44,369.71,403.9,703.55,396.34,543.43,389.28,606.77,1.4717
2002-12-09,3392.6,3989.6,3044.74,3464.26,303.22,186.63,366.26,283.1,506.64,367.51,400.09,699.63,386.14,524.05,381.27,600.76,1.47215
2002-12-10,3422.18,3969.15,3054.35,3497.92,303.3,190.29,365.87,283.31,503.86,368.72,399.47,704.9,386.03,528.45,383.98,604.97,1.4736500000000001
2002-12-11,3423.98,3964.45,3072.28,3497.4,306.2,189.99,367.88,283.75,505.72,370.3,399.87,711.27,378.91,536.58,387.28,607.82,1.47415
2002-12-12,3407.57,3950.88,3078.07,3477.42,305.26,190.95,365.8,280.96,494.53,370.2,393.81,704.71,369.63,526.68,380.34,604.26,1.4764
2002-12-13,3385.86,3948.7,3041.29,3457.51,300.26,187.33,362.74,277.82,482.73,370.36,389.3,695.53,367.77,515.9,374.65,602.34,1.47685
2002-12-16,3442.48,3925.92,3050.0,3523.16,298.65,190.37,364.37,279.88,489.21,370.49,391.02,708.17,380.69,538.3,382.31,613.34,1.47465
2002-12-17,3418.85,3935.5,3038.97,3496.89,297.78,189.11,364.51,278.73,483.69,369.69,385.71,696.2,373.15,531.29,381.56,599.97,1.4699499999999999
2002-12-18,3356.58,3927.42,3012.88,3427.71,302.06,186.71,362.58,277.06,464.6,368.4,381.22,685.26,360.98,519.51,372.21,593.92,1.46255
2002-12-19,3341.09,3930.92,2989.22,3413.03,302.18,186.98,361.33,275.51,458.02,368.27,382.29,681.58,357.88,511.9,366.31,597.67,1.46075
2002-12-20,3337.77,3927.07,3005.63,3406.7,306.12,188.33,363.47,277.92,457.8,368.1,384.55,684.63,362.37,517.27,376.06,602.7,1.463
2002-12-23,3309.28,3927.39,2990.23,3375.51,304.36,189.46,363.09,277.86,456.32,367.74,385.48,685.99,361.32,520.51,374.35,606.21,1.4574
2002-12-24,3309.28,3927.39,2990.23,3375.51,304.51,188.74,363.67,278.77,457.75,367.35,385.21,687.11,360.14,520.54,374.73,604.52,1.45145
2002-12-25,3309.28,3927.39,2990.23,3375.51,304.5,188.74,363.66,278.77,457.62,367.35,385.14,687.11,360.14,520.54,374.73,604.52,1.4514
2002-12-26,3309.28,3927.39,2990.23,3375.51,304.5,189.62,363.67,278.77,457.76,367.35,385.21,687.11,360.14,520.54,374.73,604.52,1.4534500000000001
2002-12-27,3209.09,3907.84,2954.53,3263.37,302.07,187.78,361.35,277.03,450.21,367.57,383.11,666.21,351.02,502.59,363.59,592.77,1.45305
2002-12-30,3245.5,3954.37,2969.19,3303.23,301.77,187.51,362.25,278.45,452.16,369.9,384.67,673.86,352.58,507.74,367.63,604.21,1.45365
2002-12-31,3245.5,3954.37,2969.19,3303.23,301.37,188.72,362.72,279.44,452.84,370.14,387.76,684.37,354.29,511.08,370.94,607.62,1.4508
2003-01-01,3245.5,3954.37,2969.19,3303.23,301.37,188.72,362.71,279.44,452.7,370.14,387.69,684.37,354.29,511.08,370.94,607.62,1.45095
2003-01-02,3245.5,3954.37,2969.19,3303.23,306.44,192.99,365.45,282.63,468.2,372.74,391.49,687.04,374.84,529.23,386.83,618.73,1.4524
2003-01-03,3417.43,3931.62,3030.43,3496.58,309.48,191.13,368.34,283.47,470.75,373.61,394.85,703.4,374.48,534.35,386.0,619.97,1.4556499999999999
2003-01-06,3430.28,3957.67,3053.07,3507.83,311.06,192.98,365.96,285.06,473.66,373.34,393.75,703.39,382.68,532.43,390.11,618.97,1.45805
2003-01-07,3411.9,3944.2,3043.28,3487.91,311.18,190.89,364.16,284.2,473.65,372.54,390.39,697.41,377.82,525.85,387.11,616.32,1.45815
2003-01-08,3405.45,3933.67,3016.04,3484.63,307.65,188.54,362.02,279.87,463.83,370.69,384.59,698.65,364.48,519.93,377.38,614.55,1.4559
2003-01-09,3389.64,3938.26,2997.08,3468.84,307.26,189.72,362.25,278.23,471.09,369.92,387.07,699.83,367.39,524.34,377.42,613.21,1.4595500000000001
2003-01-10,3389.29,3932.3,3010.09,3466.55,309.15,189.79,363.21,278.62,475.28,371.52,389.52,701.76,366.14,528.9,376.45,606.23,1.4604
2003-01-13,3410.45,3925.6,3018.19,3490.32,310.2,189.23,363.13,280.26,480.75,372.64,389.52,697.02,370.83,532.17,377.5,603.7,1.46065
2003-01-14,3459.71,3925.75,3019.85,3548.02,310.51,188.88,364.06,279.69,485.71,372.68,387.98,700.6,373.08,534.19,377.53,605.32,1.4627
2003-01-15,3391.01,3929.51,2983.47,3472.67,310.05,187.16,363.19,278.72,479.77,368.1,384.72,694.23,367.33,526.23,370.54,589.7,1.46155
2003-01-16,3370.79,3929.1,2979.49,3449.48,309.67,188.03,363.12,278.56,478.13,367.17,386.14,690.32,364.29,523.18,371.48,587.08,1.4611
2003-01-17,3321.32,3908.06,2952.76,3395.69,306.09,185.2,359.78,275.27,461.9,366.34,382.15,681.22,352.77,506.82,361.36,581.5,1.45875
2003-01-20,3272.52,3900.26,2932.78,3341.46,305.93,185.2,358.92,275.04,457.9,366.82,381.01,671.77,348.79,498.89,360.34,577.99,1.4614
2003-01-21,3255.16,3900.58,2928.93,3321.63,305.87,180.9,357.92,274.8,457.82,364.56,379.54,668.33,348.86,491.26,353.58,572.02,1.46115
2003-01-22,3170.01,3872.7,2880.87,3229.22,303.51,178.6,355.53,271.77,451.34,361.97,374.79,655.56,339.24,478.76,342.62,562.51,1.4623
2003-01-23,3170.21,3867.09,2849.91,3234.23,301.64,179.88,354.52,270.95,455.22,361.31,372.87,651.27,342.54,477.54,340.45,551.04,1.46275
2003-01-24,3136.77,3862.19,2835.04,3197.23,300.34,176.38,353.17,269.55,452.28,360.24,371.86,635.77,329.77,473.95,332.88,554.1,1.4654
2003-01-27,3027.03,3828.79,2755.3,3080.79,294.19,173.75,345.95,262.94,437.65,355.8,363.0,606.46,316.54,456.8,319.92,538.42,1.46885
2003-01-28,3015.55,3811.16,2722.46,3072.54,289.23,174.65,344.05,261.6,435.16,352.78,361.51,604.82,321.69,453.51,322.18,540.13,1.46865
2003-01-29,3029.9,3777.45,2698.36,3093.6,288.01,174.99,340.85,258.78,430.14,348.63,356.64,630.86,324.32,450.62,319.57,535.73,1.4675500000000001
2003-01-30,3081.59,3777.48,2742.46,3147.72,293.81,171.47,343.96,260.32,437.68,348.53,360.74,648.31,326.59,464.08,323.99,544.17,1.4674
2003-01-31,3089.68,3738.41,2761.78,3154.94,292.74,174.41,343.69,260.17,433.56,350.82,361.46,649.66,332.47,461.89,325.93,553.28,1.46855
2003-02-03,3123.71,3764.12,2786.74,3190.76,294.32,172.76,346.93,263.73,443.99,352.0,365.49,658.42,333.96,477.53,332.97,556.35,1.46715
2003-02-04,3048.78,3763.41,2773.8,3104.63,290.18,172.96,344.65,261.91,435.92,351.64,361.22,638.61,320.66,460.24,324.0,540.25,1.4665
2003-02-05,3066.13,3769.49,2745.89,3129.15,289.53,171.75,344.68,265.48,437.83,350.24,361.81,639.65,329.32,472.81,331.61,548.58,1.4678
2003-02-06,2984.36,3759.16,2721.94,3036.78,285.73,171.59,342.18,262.71,431.12,348.63,360.52,629.78,323.15,461.65,325.0,536.51,1.46625
2003-02-07,2960.73,3725.37,2698.15,3013.15,284.8,167.57,341.86,262.88,430.97,347.01,359.56,625.92,315.9,459.54,323.18,530.97,1.46665
2003-02-10,2918.45,3707.75,2695.26,2964.15,286.99,168.53,340.52,260.76,425.38,342.89,358.27,621.62,316.73,450.19,322.19,527.66,1.4659
2003-02-11,2982.91,3716.14,2721.26,3035.88,290.09,167.62,343.04,262.9,432.41,343.1,360.45,637.13,323.83,465.79,326.24,536.86,1.4668
2003-02-12,2915.64,3693.2,2692.26,2961.54,288.05,165.8,340.25,259.7,426.35,339.96,356.06,622.64,318.88,458.91,321.58,522.85,1.4682
2003-02-13,2918.01,3673.6,2690.74,2964.87,285.54,165.42,339.4,258.51,424.32,338.28,355.43,616.66,319.42,465.84,318.21,524.97,1.46815
2003-02-14,2990.05,3664.22,2711.53,3046.49,286.49,167.03,340.16,258.24,426.99,338.67,356.67,625.01,330.49,474.81,323.43,536.38,1.4699499999999999
2003-02-17,3056.94,3665.86,2724.0,3123.16,288.25,167.03,343.06,261.09,436.16,339.1,360.91,637.35,333.48,488.24,332.2,544.72,1.47095
2003-02-18,3025.16,3643.71,2748.33,3082.48,285.46,168.63,343.69,262.2,442.87,339.04,362.23,645.84,340.19,491.1,335.71,549.21,1.47165
2003-02-19,2951.85,3643.03,2740.15,2997.62,284.44,166.13,343.41,262.16,437.65,337.47,361.4,630.14,334.28,479.67,329.22,533.26,1.4707
2003-02-20,2954.85,3647.12,2737.25,3001.52,284.94,164.66,343.46,261.55,434.36,335.39,360.05,632.17,329.68,474.42,327.85,535.65,1.46855
2003-02-21,2963.78,3639.2,2727.82,3013.56,284.57,165.95,343.62,261.58,432.36,334.94,359.8,640.4,332.93,475.54,330.33,542.67,1.4687000000000001
2003-02-24,2931.68,3617.1,2703.73,2979.83,284.24,162.43,342.84,261.31,429.61,331.49,360.47,629.74,328.92,467.78,325.3,534.68,1.4659499999999999
2003-02-25,2873.4,3588.09,2652.08,2919.62,279.03,164.0,338.16,256.12,418.97,327.16,354.19,615.74,318.97,453.19,315.09,527.5,1.4594
2003-02-26,2845.39,3573.2,2625.24,2891.01,277.37,161.93,337.19,254.54,413.82,323.27,352.12,621.0,317.04,445.31,313.99,524.77,1.46275
2003-02-27,2861.25,3546.06,2602.13,2913.54,273.24,163.96,336.71,255.08,414.66,324.17,352.62,616.5,322.95,450.95,319.97,528.29,1.463
2003-02-28,2907.11,3610.91,2662.8,2957.25,277.27,163.73,339.56,258.01,424.0,326.0,356.53,626.77,327.3,464.03,324.5,536.16,1.4607999999999999
2003-03-03,2933.19,3596.01,2673.7,2986.47,278.39,162.61,341.32,260.23,429.95,327.6,358.69,635.66,329.25,466.48,326.91,535.1,1.4586999999999999
2003-03-04,2839.85,3552.46,2618.64,2885.81,276.78,160.72,338.64,258.05,420.94,324.99,354.9,620.53,326.71,451.81,319.65,526.98,1.45845
2003-03-05,2785.79,3548.39,2556.88,2831.72,273.74,160.44,336.41,255.67,412.9,325.25,351.06,610.16,325.48,445.46,311.59,519.17,1.4581
2003-03-06,2781.45,3536.68,2540.01,2829.34,275.55,159.02,334.8,253.7,411.97,322.49,349.45,612.29,321.49,438.77,307.96,516.11,1.4635500000000001
2003-03-07,2741.9,3537.12,2508.52,2787.63,272.46,158.93,331.57,250.38,403.46,320.21,344.72,605.69,319.57,428.42,304.44,505.86,1.4696
2003-03-10,2643.19,3494.55,2445.94,2681.76,267.65,155.47,328.18,249.5,397.17,318.3,341.16,594.36,310.89,413.25,301.7,497.44,1.4653
2003-03-11,2632.91,3481.56,2445.33,2669.98,267.73,155.12,325.61,246.73,398.19,318.06,337.49,583.31,308.73,414.75,298.12,499.3,1.4675500000000001
2003-03-12,2603.37,3466.97,2417.32,2639.73,262.73,154.44,320.4,243.94,391.56,318.13,332.4,570.14,297.14,395.13,283.96,489.95,1.4679
2003-03-13,2679.89,3485.16,2464.2,2722.27,266.75,158.9,324.73,247.81,402.9,323.98,338.05,591.46,316.51,421.48,299.05,515.64,1.46645
2003-03-14,2825.76,3526.15,2524.37,2883.97,268.09,159.86,330.47,251.8,419.58,326.0,344.62,619.45,327.68,449.12,309.54,528.1,1.4687000000000001
2003-03-17,2900.74,3530.28,2564.46,2965.95,270.41,164.97,332.6,254.9,428.1,328.85,349.04,637.2,338.23,466.21,314.92,542.09,1.468
2003-03-18,2926.65,3563.02,2590.09,2992.01,274.04,167.35,334.91,260.3,438.99,331.08,355.0,643.1,344.99,466.08,336.81,541.34,1.47055
2003-03-19,2993.01,3617.4,2632.25,3062.76,274.61,167.82,336.44,262.65,441.1,334.91,357.97,658.48,351.37,469.24,339.66,549.11,1.4722
2003-03-20,3010.09,3628.21,2646.08,3080.58,275.67,168.42,336.66,261.73,433.89,336.33,357.19,665.7,346.26,463.44,335.53,554.41,1.4733
2003-03-21,3121.09,3672.44,2702.0,3201.86,281.97,171.73,341.26,265.53,444.06,340.07,361.99,688.46,359.34,484.4,345.3,566.04,1.4757
2003-03-24,2974.94,3632.63,2642.43,3039.77,279.28,168.3,336.65,260.15,424.13,337.67,354.75,660.2,343.75,462.11,327.53,540.54,1.4736
2003-03-25,2996.06,3640.25,2645.41,3064.01,279.63,169.66,336.73,258.77,422.57,338.2,354.71,667.72,349.53,465.5,332.66,553.11,1.47325
2003-03-26,2987.57,3645.99,2666.49,3050.75,278.26,167.08,338.49,260.04,423.94,337.67,356.2,663.29,347.02,465.06,332.39,559.7,1.47615
2003-03-27,2951.78,3635.74,2650.29,3011.32,277.35,167.63,336.14,257.57,415.8,336.7,354.34,652.94,343.24,456.25,330.42,553.13,1.4788000000000001
2003-03-28,2962.41,3650.93,2666.99,3021.05,277.89,167.46,337.06,255.97,414.86,338.31,354.33,648.27,334.36,454.31,325.53,553.23,1.47455
2003-03-31,2882.43,3646.19,2650.07,2929.72,273.91,166.5,333.46,251.53,404.59,335.69,348.92,629.13,327.15,436.99,314.73,540.74,1.4752
2003-04-01,2914.6,3625.36,2655.1,2967.1,275.98,168.1,334.82,252.67,409.74,336.38,349.58,637.36,329.4,444.56,318.27,546.82,1.4760499999999999
2003-04-02,3005.82,3674.17,2715.14,3064.46,281.35,171.37,338.15,258.86,423.74,340.03,355.29,656.01,343.8,461.84,332.17,559.34,1.4847000000000001
2003-04-03,3042.55,3671.55,2732.01,3105.12,282.92,169.54,339.31,259.59,429.84,342.14,357.13,659.65,345.27,468.57,336.42,560.41,1.4824
2003-04-04,3087.52,3686.06,2760.07,3153.5,285.87,169.32,341.62,259.72,428.26,344.0,359.45,673.23,350.68,475.63,342.39,568.08,1.486
2003-04-07,3159.86,3732.1,2843.51,3225.11,291.97,171.55,348.26,267.21,445.04,347.07,368.54,689.57,367.37,496.05,355.28,579.33,1.4857
2003-04-08,3142.15,3726.74,2814.32,3208.84,290.2,170.25,346.92,266.18,437.06,345.2,366.18,685.42,360.12,489.66,348.3,578.93,1.4857
2003-04-09,3164.46,3749.52,2847.99,3229.57,290.92,169.58,346.67,266.4,435.02,346.23,365.56,688.24,354.35,488.08,347.01,577.86,1.4857
2003-04-10,3099.26,3748.75,2817.79,3157.47,288.23,169.55,346.28,265.49,429.75,347.34,366.63,667.15,351.62,480.51,341.53,570.75,1.49435
2003-04-11,3149.41,3764.77,2844.48,3212.16,289.83,168.9,346.83,265.6,437.54,349.12,370.23,670.3,356.29,485.21,346.58,573.85,1.49765
2003-04-14,3178.3,3773.72,2847.6,3245.55,291.65,171.89,347.93,265.32,438.84,349.93,371.01,677.98,360.17,492.63,347.72,579.78,1.4964
2003-04-15,3252.02,3777.7,2883.72,3326.71,293.89,173.67,350.53,267.69,446.14,352.95,375.02,687.42,365.62,508.71,349.81,586.03,1.50345
2003-04-16,3222.17,3803.66,2887.04,3290.66,294.39,172.73,351.42,268.42,452.45,353.01,378.29,671.91,365.07,503.12,346.37,577.72,1.49685
2003-04-17,3214.39,3829.73,2893.12,3280.17,294.36,174.55,351.81,268.54,454.26,353.84,379.39,676.1,368.57,505.75,351.47,578.2,1.5013999999999998
2003-04-18,3214.39,3829.73,2893.12,3280.17,294.14,174.55,351.81,268.54,454.13,353.84,379.31,676.1,368.57,505.75,351.47,578.2,1.5032999999999999
2003-04-21,3214.39,3829.73,2893.12,3280.17,294.4,174.08,351.83,268.54,454.3,353.84,379.4,676.1,368.57,505.75,351.47,578.2,1.50905
2003-04-22,3220.2,3826.34,2894.52,3286.84,294.87,176.67,353.21,269.19,456.56,354.97,380.89,679.93,371.72,509.59,353.96,577.25,1.5038
2003-04-23,3261.43,3879.79,2938.58,3327.77,301.31,177.61,357.52,275.34,471.85,356.86,389.02,691.65,371.14,519.25,354.39,574.06,1.50645
2003-04-24,3215.22,3877.75,2901.0,3279.19,299.38,176.34,356.26,274.58,469.82,356.95,388.07,683.01,367.68,506.84,342.17,566.76,1.5
2003-04-25,3187.02,3882.98,2884.05,3248.52,298.71,174.95,355.43,273.46,466.53,355.28,384.23,686.87,366.64,500.01,339.33,564.68,1.50265
2003-04-28,3242.31,3891.56,2916.84,3308.44,301.15,178.24,358.03,276.33,477.98,357.1,386.43,695.43,379.12,516.3,345.98,574.4,1.50645
2003-04-29,3212.84,3922.42,2923.64,3272.22,302.32,178.14,358.82,277.85,486.74,360.11,388.07,682.66,380.68,516.31,350.34,569.87,1.5072999999999999
2003-04-30,3235.31,3948.69,2941.38,3295.53,304.76,179.97,360.05,279.39,487.17,360.84,390.65,695.95,379.45,514.85,352.23,573.44,1.5143499999999999
2003-05-01,3235.31,3948.69,2941.38,3295.53,304.74,180.14,359.47,279.11,484.97,361.16,390.43,699.59,378.93,510.35,351.64,571.06,1.50875
2003-05-02,3220.02,3952.19,2942.75,3277.26,308.02,183.61,361.52,280.56,491.06,366.65,392.93,712.31,377.6,513.85,353.08,559.58,1.50935
2003-05-05,3265.39,3968.49,3001.97,3321.3,310.08,183.55,363.55,282.97,496.65,368.08,394.82,717.7,381.35,517.62,354.64,564.43,1.51605
2003-05-06,3304.84,3996.85,3020.4,3364.47,312.79,184.72,366.34,287.02,507.87,370.35,400.91,723.5,386.99,526.41,356.51,570.12,1.51335
2003-05-07,3297.21,4021.98,2998.73,3358.45,312.7,182.96,368.39,286.58,511.25,372.94,404.54,718.88,381.57,522.52,350.53,562.96,1.5034999999999998
2003-05-08,3223.82,4004.28,2956.75,3278.79,311.85,181.95,365.59,282.08,501.5,372.35,399.37,699.15,371.03,507.69,342.14,556.42,1.50955
2003-05-09,3218.21,4004.06,2946.27,3273.82,312.45,184.51,366.98,281.43,502.63,372.14,399.34,703.94,377.57,512.88,345.16,558.57,1.50875
2003-05-12,3198.13,4013.13,2942.54,3250.58,313.63,185.81,367.77,283.27,501.8,376.32,402.95,704.0,371.5,513.17,345.08,559.88,1.51545
