,SPI Index,SPI19 Index,SMCI Index,SPI21 Index,M9EUHCSC Index,M9EUINSC Index,M9EUFNSC Index,M9EUMTSC Index,M9EUITSC Index,M9EUCSSC Index,M9EUCDSC Index,M9EUHCLC Index,M9EUINLC Index,M9EUFNLC Index,M9EUMTLC Index,M9EUCSLC Index,EURCHF Curncy
2020-05-25,12241.89,23273.95,16515.59,11792.31,1481.79,879.45,920.4,1203.05,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.05814
2020-05-26,12236.25,23356.83,16710.73,11756.21,1481.79,932.36,920.4,1223.41,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.0607
2020-05-27,12071.4,23278.78,16487.09,11594.88,1481.79,973.27,920.4,1240.9,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.0634
2020-05-28,12330.08,23444.64,16874.08,11842.28,1481.79,943.48,920.4,1247.83,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06797
2020-05-29,12246.05,23493.39,16796.35,11753.73,1481.79,929.07,920.4,1239.46,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06745
2020-06-01,12246.05,23493.39,16796.35,11753.73,1481.79,938.11,920.4,1246.12,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06983
2020-06-02,12357.74,23757.73,17083.42,11840.81,1481.79,953.81,920.4,1261.12,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07487
2020-06-03,12584.39,23920.58,17354.12,12067.35,1481.79,994.45,920.4,1283.95,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08071
2020-06-04,12462.1,23948.0,17279.54,11933.36,1481.79,1012.57,920.4,1288.28,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08285
2020-06-05,12563.68,23972.93,17402.53,12035.2,1481.79,1054.66,920.4,1305.33,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08646
2020-06-08,12522.58,23880.96,17255.24,12009.17,1481.79,1062.11,920.4,1301.89,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08106
2020-06-09,12564.25,23759.1,17040.5,12091.18,1481.79,1036.09,920.4,1280.53,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07691
2020-06-10,12521.37,23789.42,16953.91,12052.78,1481.79,996.03,920.4,1271.7,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07341
2020-06-11,12166.47,23481.48,16411.25,11716.0,1481.79,911.02,920.4,1220.68,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.067
2020-06-12,12124.97,23496.7,16391.6,11669.63,1481.79,928.97,920.4,1223.11,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07198
2020-06-15,12179.11,23759.72,16425.25,11725.67,1481.79,951.25,920.4,1219.27,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07047
2020-06-16,12406.67,24049.72,16781.37,11939.36,1481.79,980.89,920.4,1259.12,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06981
2020-06-17,12624.93,24220.37,16889.09,12179.67,1481.79,958.43,920.4,1258.44,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06752
2020-06-18,12600.57,24219.66,16928.72,12145.1,1481.79,958.07,920.4,1254.04,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06555
2020-06-19,12689.3,24392.16,16906.04,12251.31,1481.79,942.27,920.4,1253.45,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06444
2020-06-22,12571.88,24319.43,16856.89,12120.67,1481.79,948.16,920.4,1250.64,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06715
2020-06-23,12662.96,24399.53,16962.31,12211.94,1481.79,954.23,920.4,1262.72,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06848
2020-06-24,12415.97,24246.19,16737.59,11954.84,1481.79,916.34,920.4,1224.31,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06811
2020-06-25,12469.44,24105.67,16607.53,12038.39,1481.79,933.72,920.4,1222.7,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.0644
2020-06-26,12427.07,24030.55,16706.77,11974.75,1481.79,914.63,920.4,1220.41,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06358
2020-06-29,12455.22,24075.22,16850.21,11986.61,1481.79,959.84,920.4,1234.86,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06919
2020-06-30,12436.03,24090.6,16882.81,11959.04,1481.79,969.91,920.4,1232.36,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06481
2020-07-01,12488.75,24108.93,16872.69,12022.54,1481.79,943.92,920.4,1226.23,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06518
2020-07-02,12588.24,24378.91,17011.5,12116.83,1481.79,953.03,920.4,1236.15,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06246
2020-07-03,12521.87,24291.03,17013.16,12039.21,1481.79,953.03,920.4,1225.9,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06288
2020-07-06,12675.82,24317.78,17273.91,12182.67,1481.79,962.66,920.4,1246.25,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06441
2020-07-07,12626.0,24330.93,17269.7,12124.38,1481.79,943.54,920.4,1240.09,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06304
2020-07-08,12601.98,24250.04,17206.6,12106.07,1481.79,944.58,920.4,1231.46,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06292
2020-07-09,12566.95,24174.4,17160.87,12072.2,1481.79,916.42,920.4,1222.1,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06167
2020-07-10,12670.41,24255.14,17301.84,12172.91,1481.79,946.1,920.4,1229.07,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06355
2020-07-13,12757.74,24418.8,17437.57,12254.46,1481.79,944.3,920.4,1255.09,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06906
2020-07-14,12686.64,24384.23,17327.66,12186.9,1481.79,968.46,920.4,1247.88,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.0702099999999999
2020-07-15,12926.12,24492.04,17622.42,12425.48,1481.79,1006.07,920.4,1261.61,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07725
2020-07-16,12893.61,24476.16,17566.49,12395.41,1481.79,1002.3,920.4,1262.02,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07648
2020-07-17,12880.8,24533.54,17544.4,12382.88,1481.79,1006.03,920.4,1266.44,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07268
2020-07-20,12944.85,24666.69,17658.76,12440.39,1481.79,994.29,920.4,1273.9,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07479
2020-07-21,12908.04,24760.15,17647.99,12397.52,1481.79,1013.37,920.4,1278.27,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07426
2020-07-22,12916.79,24784.5,17672.95,12403.96,1481.79,1011.06,920.4,1280.52,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07597
2020-07-23,12870.97,24607.63,17664.16,12353.1,1481.79,1025.75,920.4,1292.75,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07471
2020-07-24,12646.71,24371.95,17308.81,12142.66,1481.79,1011.48,920.4,1284.41,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07313
2020-07-27,12712.74,24348.87,17365.35,12212.61,1481.79,1028.02,920.4,1284.5,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08132
2020-07-28,12720.22,24251.98,17301.64,12231.73,1481.79,1017.93,920.4,1268.34,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07576
2020-07-29,12723.98,24308.98,17315.83,12233.49,1481.79,1036.07,920.4,1269.28,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07549
2020-07-30,12526.27,24025.3,17064.54,12039.8,1481.79,1024.78,920.4,1240.56,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07584
2020-07-31,12407.39,24022.81,16953.03,11915.77,1481.79,1019.68,920.4,1235.57,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07584
2020-08-03,12658.6,24288.08,17234.82,12168.35,1481.79,1037.21,920.4,1254.73,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08003
2020-08-04,12582.82,24306.44,17140.43,12092.45,1481.79,1044.43,920.4,1259.34,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07778
2020-08-05,12516.57,24345.23,17238.68,11999.61,1481.79,1077.74,920.4,1295.94,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.077
2020-08-06,12488.41,24579.8,17257.0,11961.17,1481.79,1070.65,920.4,1286.56,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08146
2020-08-07,12498.53,24860.02,17316.63,11961.41,1481.79,1093.8,920.4,1284.34,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07557
2020-08-10,12511.72,25045.49,17268.65,11981.91,1481.79,1116.74,920.4,1294.75,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07495
2020-08-11,12595.55,25127.25,17532.06,12041.71,1481.79,1123.36,920.4,1303.37,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07781
2020-08-12,12742.57,25108.41,17720.96,12187.95,1481.79,1123.4,920.4,1318.42,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07439
2020-08-13,12735.78,25203.11,17782.91,12169.92,1481.79,1110.96,920.4,1315.38,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07547
2020-08-14,12633.19,25321.73,17676.68,12063.01,1481.79,1111.04,920.4,1299.75,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07651
2020-08-17,12714.76,25613.59,17771.17,12142.36,1481.79,1108.08,920.4,1319.46,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07504
2020-08-18,12660.31,25591.75,17744.19,12082.27,1481.79,1093.9,920.4,1310.07,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07744
2020-08-19,12827.74,25677.79,17859.91,12262.06,1481.79,1095.49,920.4,1315.99,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08379
2020-08-20,12741.25,25590.58,17746.63,12177.41,1481.79,1087.03,920.4,1291.21,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07737
2020-08-21,12725.02,25894.24,17700.33,12161.67,1481.79,1082.61,920.4,1287.54,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07532
2020-08-24,12832.24,25960.64,17906.42,12257.53,1481.79,1102.38,920.4,1311.56,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07473
2020-08-25,12746.37,26057.01,17836.35,12165.35,1481.79,1096.36,920.4,1300.41,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07395
2020-08-26,12853.83,26396.35,18039.63,12258.95,1481.79,1091.11,920.4,1319.77,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07387
2020-08-27,12771.95,26352.01,17922.73,12179.79,1481.79,1096.4,920.4,1310.69,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07353
2020-08-28,12675.56,26300.78,17833.78,12079.54,1481.79,1104.03,920.4,1308.66,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07635
2020-08-31,12658.85,26395.02,17863.07,12054.56,1481.79,1085.88,920.4,1310.9,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07836
2020-09-01,12716.3,26388.13,17935.05,12111.96,1481.79,1106.23,920.4,1310.1,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08425
2020-09-02,12939.48,26374.53,18157.31,12343.15,1481.79,1116.12,920.4,1314.86,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08011
2020-09-03,12729.45,26014.92,17805.34,12150.36,1481.79,1079.23,920.4,1300.97,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07717
2020-09-04,12626.52,25867.91,17583.13,12062.75,1481.79,1078.18,920.4,1308.81,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08137
2020-09-07,12792.68,26113.67,17836.61,12219.32,1481.79,1078.18,920.4,1327.9,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08292
2020-09-08,12730.77,25884.66,17681.41,12171.28,1481.79,1053.76,920.4,1324.99,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08094
2020-09-09,12913.75,25927.13,17876.56,12358.36,1481.79,1065.17,920.4,1335.84,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07811
2020-09-10,12889.53,25932.41,17879.56,12329.3,1481.79,1051.74,920.4,1331.22,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07712
2020-09-11,12944.12,25831.36,17920.1,12388.92,1481.79,1048.74,920.4,1338.36,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07667
2020-09-14,12962.02,25971.3,17980.97,12399.68,1481.79,1060.79,920.4,1335.8,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07697
2020-09-15,13030.37,25946.43,18045.17,12471.26,1481.79,1060.27,920.4,1341.22,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07642
2020-09-16,13083.32,25956.8,18180.78,12513.96,1481.79,1071.54,920.4,1356.12,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07459
2020-09-17,13039.72,26093.26,18136.55,12467.45,1481.79,1068.96,920.4,1354.8,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07563
2020-09-18,13070.79,26289.48,18226.53,12488.92,1481.79,1057.05,920.4,1350.11,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07927
2020-09-21,12823.9,25993.62,17775.78,12266.4,1481.79,1010.25,920.4,1292.23,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07561
2020-09-22,12862.45,25929.19,17808.7,12307.67,1481.79,1020.53,920.4,1295.13,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07737
2020-09-23,12842.66,26033.9,17895.31,12270.79,1481.79,997.89,920.4,1297.84,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07788
2020-09-24,12701.95,25744.31,17700.0,12136.29,1481.79,1003.24,920.4,1289.13,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08033
2020-09-25,12715.68,25666.6,17655.12,12159.72,1481.79,1012.04,920.4,1289.95,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08016
2020-09-28,12835.36,26002.65,17904.85,12261.14,1481.79,1040.47,920.4,1325.1,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07768
2020-09-29,12758.55,26006.18,17924.14,12167.89,1481.79,1035.42,920.4,1319.55,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07921
2020-09-30,12724.65,26200.91,18021.23,12111.99,1481.79,1030.6,920.4,1326.3,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08001
2020-10-01,12784.14,26112.42,18081.07,12174.27,1481.79,1038.84,920.4,1334.61,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07904
2020-10-02,12805.42,26153.14,18099.95,12196.17,1481.79,1049.47,920.4,1331.04,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.0784799999999999
2020-10-05,12864.17,26285.18,18260.14,12240.85,1481.79,1072.15,920.4,1347.31,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07917
2020-10-06,12769.27,26274.75,18171.5,12142.06,1481.79,1072.73,920.4,1353.9,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07799
2020-10-07,12721.04,26242.27,18166.18,12086.37,1481.79,1092.71,920.4,1365.27,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07882
2020-10-08,12817.58,26306.62,18286.9,12181.92,1481.79,1107.22,920.4,1364.25,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07874
2020-10-09,12884.56,26347.51,18377.45,12247.27,1481.79,1112.64,920.4,1372.84,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07624
2020-10-12,12947.75,26440.47,18505.76,12302.19,1481.79,1123.01,920.4,1384.39,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07389
2020-10-13,12912.51,26304.99,18419.85,12274.47,1481.79,1105.82,920.4,1372.21,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07382
2020-10-14,12860.66,26261.64,18388.31,12218.44,1481.79,1106.18,920.4,1389.76,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07278
2020-10-15,12589.29,25979.09,18017.59,11955.39,1481.79,1120.1,920.4,1369.77,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06985
2020-10-16,12737.19,26050.01,18128.93,12112.47,1481.79,1113.65,920.4,1385.37,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07212
2020-10-19,12704.81,25924.17,18101.04,12079.65,1481.79,1097.24,920.4,1379.4,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07157
2020-10-20,12678.82,25776.02,18220.4,12033.48,1481.79,1105.52,920.4,1373.78,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07278
2020-10-21,12494.65,25578.54,17990.93,11851.93,1481.79,1095.19,920.4,1361.09,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07371
2020-10-22,12484.61,25460.37,17891.1,11855.58,1481.79,1107.92,920.4,1350.19,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07261
2020-10-23,12507.62,25477.87,17901.03,11881.01,1481.79,1111.3,920.4,1358.89,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07276
2020-10-26,12436.17,25187.4,17561.25,11848.51,1481.79,1084.27,920.4,1328.88,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.0719
2020-10-27,12336.91,25035.0,17532.74,11737.47,1481.79,1062.19,920.4,1315.07,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07222
2020-10-28,12002.57,24730.99,16994.7,11424.79,1481.79,1031.81,920.4,1275.48,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06909
2020-10-29,11950.93,24598.06,17067.43,11354.93,1481.79,1043.48,920.4,1276.27,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06876
2020-10-30,11994.43,24878.62,17172.93,11388.17,1481.79,1031.84,920.4,1284.19,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06806
2020-11-02,12218.22,25056.03,17356.8,11623.06,1481.79,1059.01,920.4,1300.74,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07008
2020-11-03,12466.51,25092.62,17708.96,11863.91,1481.79,1088.68,920.4,1321.76,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.0688900000000001
2020-11-04,12801.26,25087.17,18095.32,12201.86,1481.79,1069.24,920.4,1335.6,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06912
2020-11-05,12825.58,25418.2,18303.65,12197.31,1481.79,1106.19,920.4,1352.94,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06966
2020-11-06,12834.6,25494.81,18333.31,12202.91,1481.79,1093.57,920.4,1356.19,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.06868
2020-11-09,12934.27,25735.6,18651.24,12272.04,1481.79,1156.81,920.4,1381.85,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07791
2020-11-10,12860.96,25794.29,18595.3,12193.35,1481.79,1194.46,920.4,1400.16,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.0804
2020-11-11,13056.09,26015.76,18729.69,12401.22,1481.79,1176.36,920.4,1410.93,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07999
2020-11-12,13016.04,26090.1,18661.3,12363.26,1481.79,1148.29,920.4,1412.07,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07989
2020-11-13,13016.98,26156.08,18737.77,12352.74,1481.79,1177.72,920.4,1418.18,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08008
2020-11-16,13122.0,26596.05,19003.73,12433.69,1481.79,1216.11,920.4,1449.26,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08024
2020-11-17,13090.44,26693.78,18942.18,12404.5,1481.79,1219.49,920.4,1442.64,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08035
2020-11-18,13090.4,26716.38,19008.96,12394.64,1481.79,1210.21,920.4,1452.07,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07979
2020-11-19,13003.42,26848.43,18894.29,12307.59,1481.79,1214.68,920.4,1434.81,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08067
2020-11-20,13018.47,26857.26,19020.24,12307.11,1481.79,1210.46,920.4,1448.65,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08036
2020-11-23,12957.35,26922.03,18969.34,12241.95,1481.79,1238.23,920.4,1454.3,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08008
2020-11-24,12991.55,26954.88,18974.06,12281.15,1481.79,1275.5,920.4,1466.03,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.0834
2020-11-25,12990.81,27003.17,18963.72,12281.3,1481.79,1258.41,920.4,1466.89,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08211
2020-11-26,13021.12,27157.88,19039.32,12304.55,1481.79,1258.41,920.4,1465.9,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.0801
2020-11-27,13040.78,27475.77,19155.77,12307.81,1481.79,1258.06,920.4,1477.54,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08205
2020-11-30,13003.41,27416.27,19121.76,12269.34,1481.79,1225.61,920.4,1464.98,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08279
2020-12-01,12978.66,27458.96,19179.52,12231.53,1481.79,1237.25,920.4,1493.51,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08454
2020-12-02,12961.27,27343.16,19136.19,12218.45,1481.79,1237.36,920.4,1493.1,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08383
2020-12-03,12862.45,27354.6,19052.82,12114.15,1481.79,1244.74,920.4,1496.21,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08273
2020-12-04,12889.33,27483.75,19105.4,12136.92,1481.79,1279.37,920.4,1511.11,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08106
2020-12-07,12900.29,27472.04,19086.42,12152.65,1481.79,1276.11,920.4,1512.96,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.0791
2020-12-08,12911.15,27380.5,19028.22,12174.69,1481.79,1290.31,920.4,1519.79,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.0766
2020-12-09,12964.78,27419.8,19165.6,12217.59,1481.79,1295.91,920.4,1528.36,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07502
2020-12-10,12923.75,27303.29,19076.44,12183.32,1481.79,1285.47,920.4,1518.84,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07622
2020-12-11,12924.5,27212.02,19042.87,12189.93,1481.79,1285.13,920.4,1501.61,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07789
2020-12-14,12901.8,27265.61,19090.52,12155.86,1481.79,1272.54,920.4,1511.83,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07728
2020-12-15,12877.24,27399.95,19161.98,12115.39,1481.79,1305.71,920.4,1540.31,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07728
2020-12-16,13007.14,27480.04,19270.67,12251.69,1481.79,1292.67,920.4,1546.43,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.07929
2020-12-17,13113.48,27534.84,19451.84,12350.12,1481.79,1300.87,920.4,1564.51,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08427
2020-12-18,13104.43,27665.1,19426.59,12341.85,1481.79,1296.72,920.4,1568.45,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08215
2020-12-21,12856.3,27418.84,19190.05,12086.47,1481.79,1293.77,920.4,1545.59,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08342
2020-12-22,12978.92,27540.85,19356.27,12205.55,1481.79,1299.57,920.4,1560.94,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08244
2020-12-23,12995.26,27747.11,19479.11,12205.02,1481.79,1314.95,920.4,1569.84,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08255
2020-12-24,12995.26,27747.11,19479.11,12205.02,1481.79,1314.12,920.4,1573.56,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08633
2020-12-25,12995.26,27747.11,19479.11,12205.02,1481.79,1314.12,920.4,1573.56,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08617
2020-12-28,13211.73,27880.44,19643.37,12434.68,1481.79,1319.36,920.4,1578.48,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08646
2020-12-29,13317.54,28077.8,19824.5,12531.09,1481.79,1301.95,920.4,1588.79,1763.49,1600.55,1221.29,1551.48,885.73,486.45,723.06,1659.04,1.08284
